_id,air处理/air,Al,B,C,Co,Cr,Fe,Mo,Nb+Ta,Ni,Si,Ta,Ti,W,Zr,一次时效/温度,一次时效及空冷/时间,二次时效/温度,二次时效及空冷/时间,保温/时间,力学性能/疲劳裂纹扩展速率,加热/温度,加载应力/应力比,加载应力/应力范围,备注,应力强度因子范围/应力强度因子范围,摘录出处,数据DOI,数据审核者,数据来源方式,数据生产者,数据采集时间,晶粒取向/晶粒取向,机械热处理/温度,材料牌号,标准热处理/温度,标准热处理后油淬/时间,热处理1/冷却速率,热处理1/时间,热处理1/温度,热处理2/冷却速率,热处理2/时间,热处理2/温度,热处理3/冷却速率,热处理3/时间,热处理3/温度,热处理4/冷却速率,热处理4/时间,热处理4/温度,热处理5/时间,热处理5/温度,热机械处理/温度,疲劳测试/初始温度,疲劳测试/应力强度,疲劳测试/应力强度因子,疲劳测试/测试温度,疲劳测试/温度,疲劳测试/频率,疲劳裂纹扩展/同等水平有效应力强度因子,疲劳裂纹扩展/应力强度因子,疲劳裂纹扩展/应力强度因子范围,疲劳裂纹扩展/有效应力强度因子范围,疲劳裂纹扩展/等效应力强度因子范围,疲劳裂纹扩展温度/疲劳裂纹扩展温度,疲劳裂纹扩展频率/疲劳裂纹扩展频率,真空处理/真空,第一次时效保温/第一次时效时间,第一次时效处理/第一次时效温度,第三次时效保温/第三次时效时间,第三次时效处理/第三次时效温度,第二次时效保温/第二次时效时间,第二次时效处理/第二次时效温度,等温锻造/变形量,等温锻造/温度,裂纹初始长度/裂纹初始长度,裂纹扩展方向/裂纹扩展方向,裂纹扩展频率/频率,裂纹面/裂纹面
"ObjectId(""5b4d7b08e6b1a815d464eca6"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00100969mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,,,,,,,,,,,,,,,,,950℃,,,,,,,,15.5483Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b0de6b1a815d464eca8"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,3.39E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,,,,,,,,,,,,,,,,,950℃,,,,,,,,13.2451Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b12e6b1a815d464ecaa"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,1.22E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,,,,,,,,,,,,,,,,,950℃,,,,,,,,11.5771Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b17e6b1a815d464ecac"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,4.65E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,,,,,,,,,,,,,,,,,950℃,,,,,,,,14.0328Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b1ce6b1a815d464ecae"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,2.30E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,,,,,,,,,,,,,,,,,950℃,,,,,,,,12.5023Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b21e6b1a815d464ecb0"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00544022mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,,,,,,,,,,,,,,,,,950℃,,,,,,,,26.5115Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b25e6b1a815d464ecb2"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00133638mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,,,,,,,,,,,,,,,,,950℃,,,,,,,,17.3448Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b2ae6b1a815d464ecb4"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,8.29E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,,,,,,,,,,,,,,,,,950℃,,,,,,,,11.3586Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b2fe6b1a815d464ecb6"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00396684mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,,,,,,,,,,,,,,,,,950℃,,,,,,,,24.0743Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b39e6b1a815d464ecb8"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00468336mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,42.7126Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b3ee6b1a815d464ecba"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00819193mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,57.7974Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b43e6b1a815d464ecbc"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00420747mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,45.8533Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b48e6b1a815d464ecbe"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,4.89E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,,,,,,,,,,,,,,,,,950℃,,,,,,,,10.5173Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b4de6b1a815d464ecc0"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00941844mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,63.2474Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b52e6b1a815d464ecc2"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00286826mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,34.7663Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b57e6b1a815d464ecc4"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,6.04E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,,,,,,,,,,,,,,,,,950℃,,,,,,,,10.721Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b5ce6b1a815d464ecc6"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00452943mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,38.5295Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b60e6b1a815d464ecc8"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,4.10E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,,,,,,,,,,,,,,,,,950℃,,,,,,,,10.1851Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b65e6b1a815d464ecca"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00485612mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,40.5656Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b6ae6b1a815d464eccc"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00619582mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,48.8918Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b6fe6b1a815d464ecce"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00307514mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,36.6036Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b74e6b1a815d464ecd0"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.0071243mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,53.1584Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b79e6b1a815d464ecd2"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,5.63E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,,,,,,,,,,,,,,,,,950℃,,,,,,,,10.9308Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b7ee6b1a815d464ecd4"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,3.56E-5mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,,,,,,,,,,,,,,,,,950℃,,,,,,,,9.99112Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b88e6b1a815d464ecd6"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00158239mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,26.1946Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b8de6b1a815d464ecd8"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00132782mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,24.7218Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b92e6b1a815d464ecda"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,8.71E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,22.4509Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b97e6b1a815d464ecdc"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,2.93E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,17.9318Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7b9ce6b1a815d464ecde"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00188311mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,29.9864Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7ba1e6b1a815d464ece0"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,7.84E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,21.7407Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7ba6e6b1a815d464ece2"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00175725mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,27.7565Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7babe6b1a815d464ece4"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00181909mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,28.8499Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7bb0e6b1a815d464ece6"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,5.71E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,20.1275Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7bb5e6b1a815d464ece8"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,4.79E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,19.2422Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7bb9e6b1a815d464ecea"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00107545mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,23.4832Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7bbee6b1a815d464ecec"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,4.02E-4mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,18.5148Mpa√m,,,,,,,,,,,,,,,,,,
"ObjectId(""5b4d7bc3e6b1a815d464ecee"")",,5.58,,,4.6,7.9,,0.6,,balwt.%,,6,0.99,7.9,,,,,,,0.00224466mm/cyc,,,,,,"Valentino Lupine,Giovanni Onofri,Gerard0 Vimercati.THE EFFECT OF CREEP, OXIDATION AND CRYSTAL ORIENTATIONON HIGH TEMPERATURE FATIGUE CRACK PROPAGATIONIN STANDARD AND RAFT-LIKE GAMMA PRIME CMSX-2[C].Superalloy.1992:717-726.",10.11961/mater0203.MGI.20171221.ds.0012,尹海清,摘录,张国飞,2018/1/8,,,CMSX-2,950℃,,,,,,,,,,,,,,,,,,,,,,,,31.366Mpa√m,,,,,,,,,,,,,,,,,,
