"/循环时间","_id","Al","B","C","Cb","Co","Cr","Hf","Mo","Ni","Ti","Zr","低周疲劳极限/切口因素","低周疲劳极限/温度","冷却/空冷","力学性能/低周疲劳极限","备注","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效1/时效时间","时效1/时效温度","材料牌号","热处理工艺/加热时间","热处理工艺/加热温度","热等静压/压力","热等静压/时间","热等静压/温度"
"43580周数","ObjectId(""5b4d2e68e6b1a819a85d8fb3"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1031.6455Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"53738周数","ObjectId(""5b4d2e6de6b1a819a85d8fb5"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","989.5225Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"46729周数","ObjectId(""5b4d2e72e6b1a819a85d8fb7"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1020.4093Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"40634周数","ObjectId(""5b4d2e77e6b1a819a85d8fb9"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1040.0942Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"12781周数","ObjectId(""5b4d2e7ce6b1a819a85d8fbb"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","427℃","1 ","  ","972.6595Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"13717周数","ObjectId(""5b4d2e81e6b1a819a85d8fbd"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","427℃","1 ","  ","1357.0988Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"34354周数","ObjectId(""5b4d2e8ae6b1a819a85d8fbf"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1068.1591Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"32482周数","ObjectId(""5b4d2e8fe6b1a819a85d8fc1"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1076.5905Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"18564周数","ObjectId(""5b4d2e94e6b1a819a85d8fc3"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1169.2510Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"36342周数","ObjectId(""5b4d2e99e6b1a819a85d8fc5"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1059.7276Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"25966周数","ObjectId(""5b4d2e9ee6b1a819a85d8fc7"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1113.0869Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"30712周数","ObjectId(""5b4d2ea3e6b1a819a85d8fc9"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1085.0220Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"24901周数","ObjectId(""5b4d2ea8e6b1a819a85d8fcb"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1121.5184Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"17799周数","ObjectId(""5b4d2eade6b1a819a85d8fcd"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1174.8777Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"29039周数","ObjectId(""5b4d2eb1e6b1a819a85d8fcf"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1099.0287Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"23545周数","ObjectId(""5b4d2eb6e6b1a819a85d8fd1"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1129.9327Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"21349周数","ObjectId(""5b4d2ebbe6b1a819a85d8fd3"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1149.5833Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"19362周数","ObjectId(""5b4d2ec0e6b1a819a85d8fd5"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1163.6243Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"20190周数","ObjectId(""5b4d2ec5e6b1a819a85d8fd7"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1157.9976Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"22579周数","ObjectId(""5b4d2ecae6b1a819a85d8fd9"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1138.3642Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"27468周数","ObjectId(""5b4d2ecfe6b1a819a85d8fdb"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1104.6726Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"12201周数","ObjectId(""5b4d2ed8e6b1a819a85d8fdd"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1239.4561Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"13648周数","ObjectId(""5b4d2edde6b1a819a85d8fdf"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1219.8055Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"11379周数","ObjectId(""5b4d2ee2e6b1a819a85d8fe1"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1253.4800Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"10610周数","ObjectId(""5b4d2ee7e6b1a819a85d8fe3"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1264.7162Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"10173周数","ObjectId(""5b4d2eece6b1a819a85d8fe5"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1273.1477Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"12726周数","ObjectId(""5b4d2ef1e6b1a819a85d8fe7"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1233.8294Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"10910周数","ObjectId(""5b4d2ef6e6b1a819a85d8fe9"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1259.0895Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"14634周数","ObjectId(""5b4d2efae6b1a819a85d8feb"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1208.5521Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"15049周数","ObjectId(""5b4d2effe6b1a819a85d8fed"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1202.9426Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"15600周数","ObjectId(""5b4d2f04e6b1a819a85d8fef"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1197.3330Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"17066周数","ObjectId(""5b4d2f09e6b1a819a85d8ff1"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1183.2920Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"14232周数","ObjectId(""5b4d2f0ee6b1a819a85d8ff3"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1216.9664Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"16366周数","ObjectId(""5b4d2f16e6b1a819a85d8ff5"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1194.4939Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"11699周数","ObjectId(""5b4d2f1be6b1a819a85d8ff7"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1247.8533Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"13083周数","ObjectId(""5b4d2f20e6b1a819a85d8ff9"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1228.2027Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"8135周数","ObjectId(""5b4d2f29e6b1a819a85d8ffb"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1306.8564Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"6500周数","ObjectId(""5b4d2f2ee6b1a819a85d8ffd"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1343.3699Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"7797周数","ObjectId(""5b4d2f33e6b1a819a85d8fff"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1312.4660Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"8246周数","ObjectId(""5b4d2f38e6b1a819a85d9001"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1306.8050Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"25552周数","ObjectId(""5b4d2f3de6b1a819a85d9003"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","635℃","1 ","  ","953.0136Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"8844周数","ObjectId(""5b4d2f42e6b1a819a85d9005"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1292.7982Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"7271周数","ObjectId(""5b4d2f47e6b1a819a85d9007"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1326.5070Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"6972周数","ObjectId(""5b4d2f4ce6b1a819a85d9009"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1332.1165Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"9618周数","ObjectId(""5b4d2f51e6b1a819a85d900b"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1278.7744Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"25552周数","ObjectId(""5b4d2f56e6b1a819a85d900d"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","635℃","1 ","  ","953.0136Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"25200周数","ObjectId(""5b4d2f5be6b1a819a85d900f"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","635℃","1 ","  ","958.6230Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"6780周数","ObjectId(""5b4d2f60e6b1a819a85d9011"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1337.7432Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"7582周数","ObjectId(""5b4d2f64e6b1a819a85d9013"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1320.8803Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"9222周数","ObjectId(""5b4d2f69e6b1a819a85d9015"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1287.1887Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"8601周数","ObjectId(""5b4d2f6ee6b1a819a85d9017"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","538℃","1 ","  ","1298.4249Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"15629周数","ObjectId(""5b4d2f78e6b1a819a85d9019"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","635℃","1 ","  ","1037.8404Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"21896周数","ObjectId(""5b4d2f7de6b1a819a85d901b"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","635℃","1 ","  ","981.2663Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"22837周数","ObjectId(""5b4d2f85e6b1a819a85d901d"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","635℃","1 ","  ","972.8008Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"14168周数","ObjectId(""5b4d2f8ae6b1a819a85d901f"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","635℃","1 ","  ","1057.5932Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"13580周数","ObjectId(""5b4d2f8ee6b1a819a85d9021"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","635℃","1 ","  ","1060.4837Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"21294周数","ObjectId(""5b4d2f93e6b1a819a85d9023"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","635℃","1 ","  ","989.6975Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"19569周数","ObjectId(""5b4d2f98e6b1a819a85d9025"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","635℃","1 ","  ","1001.0535Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
"17246周数","ObjectId(""5b4d2f9de6b1a819a85d9027"")","5.0","0.02","0.02","1.4","18.5","12.5","0.4","3.2","bal","4.4","0.06","635℃","1 ","  ","1023.6625Mpa","","Eng R D, Evans D J. High Strength HIP Consolidated MERL 76 Disks[C]// Superalloys. 1980:491-500.","10.11961/mater0203.MGI.20171221.ds.0044","尹海清","摘录","张凯琦","2018-01-08","16h","760℃","MERL76","2h","1168℃","103Mpa","3h","704℃"
