"_id","Al","Co","Cr","Hf","Mo","Ni","Re","Ru","Ta","Ti","W","力学性能/蠕变速率","备注","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","材料牌号","热处理/升温速率","热处理/热处理温度","热处理/第一段时间","热处理/第一段温度","热处理/第三段时间","热处理/第三段温度","热处理/第二段时间","热处理/第二段温度","热处理/第四段时间","热处理/第四段温度","第一次时效/第一次时效时间","第一次时效/第一次时效温度","第二次时效/第二次时效时间","第二次时效/第二次时效温度","蠕变实验/压力","蠕变实验/应变","蠕变实验/晶向","蠕变实验/温度","蠕变实验/真空度","蠕变测试/γ相尺寸","蠕变测试/压力","蠕变测试/塑性蠕变应变","蠕变测试/时间","蠕变测试/晶格取向","蠕变测试/测试压力","蠕变测试/测试温度","蠕变测试/温度","蠕变测试/蠕变应力","蠕变测试/蠕变应变","蠕变测试/蠕变温度","蠕变测试/试样厚度"
"ObjectId(""5b4cee11e6b1a819a85d7737"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","4.30E-71/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"230Mpa","0.0006281407%","980℃","0.2mm"
"ObjectId(""5b4cee16e6b1a819a85d7739"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.72E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0374055%","980℃","0.2mm"
"ObjectId(""5b4cee1ae6b1a819a85d773b"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.72E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0380353%","980℃","0.2mm"
"ObjectId(""5b4cee1fe6b1a819a85d773d"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.76E-71/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"230Mpa","0.00150754%","980℃","0.2mm"
"ObjectId(""5b4cee24e6b1a819a85d773f"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","6.72E-71/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"230Mpa","0.0003768844%","980℃","0.2mm"
"ObjectId(""5b4cee2ee6b1a819a85d7741"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.56E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0338791%","980℃","0.2mm"
"ObjectId(""5b4cee33e6b1a819a85d7743"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.56E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0333753%","980℃","0.2mm"
"ObjectId(""5b4cee38e6b1a819a85d7745"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.34E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0292191%","980℃","0.2mm"
"ObjectId(""5b4cee3de6b1a819a85d7747"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.41E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0304786%","980℃","0.2mm"
"ObjectId(""5b4cee41e6b1a819a85d7749"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.48E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0322418%","980℃","0.2mm"
"ObjectId(""5b4cee46e6b1a819a85d774b"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.64E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0357683%","980℃","0.2mm"
"ObjectId(""5b4cee4be6b1a819a85d774d"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.28E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0275819%","980℃","0.2mm"
"ObjectId(""5b4cee50e6b1a819a85d774f"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.64E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0351385%","980℃","0.2mm"
"ObjectId(""5b4cee55e6b1a819a85d7751"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.28E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0280856%","980℃","0.2mm"
"ObjectId(""5b4cee5ae6b1a819a85d7753"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.34E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0287154%","980℃","0.2mm"
"ObjectId(""5b4cee5fe6b1a819a85d7755"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.34E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0298489%","980℃","0.2mm"
"ObjectId(""5b4cee67e6b1a819a85d7757"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.56E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0345088%","980℃","0.2mm"
"ObjectId(""5b4cee6ce6b1a819a85d7759"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.41E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0309824%","980℃","0.2mm"
"ObjectId(""5b4cee70e6b1a819a85d775b"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.48E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0327456%","980℃","0.2mm"
"ObjectId(""5b4cee75e6b1a819a85d775d"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.41E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0316121%","980℃","0.2mm"
"ObjectId(""5b4cee7fe6b1a819a85d775f"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.00E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0216625%","980℃","0.2mm"
"ObjectId(""5b4cee84e6b1a819a85d7761"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.10E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0240554%","980℃","0.2mm"
"ObjectId(""5b4cee89e6b1a819a85d7763"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.00E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0211587%","980℃","0.2mm"
"ObjectId(""5b4cee8ee6b1a819a85d7765"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.05E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0234257%","980℃","0.2mm"
"ObjectId(""5b4cee93e6b1a819a85d7767"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.22E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0263224%","980℃","0.2mm"
"ObjectId(""5b4cee98e6b1a819a85d7769"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","9.52E-71/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0200252%","980℃","0.2mm"
"ObjectId(""5b4cee9de6b1a819a85d776b"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.16E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0251889%","980℃","0.2mm"
"ObjectId(""5b4ceea2e6b1a819a85d776d"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.05E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0222922%","980℃","0.2mm"
"ObjectId(""5b4ceea7e6b1a819a85d776f"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.22E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0269521%","980℃","0.2mm"
"ObjectId(""5b4ceeace6b1a819a85d7771"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","9.52E-71/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.020529%","980℃","0.2mm"
"ObjectId(""5b4ceeb0e6b1a819a85d7773"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.16E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0245592%","980℃","0.2mm"
"ObjectId(""5b4ceeb5e6b1a819a85d7775"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.10E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.02267%","980℃","0.2mm"
"ObjectId(""5b4ceebae6b1a819a85d7777"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","1.16E-61/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0258186%","980℃","0.2mm"
"ObjectId(""5b4ceebfe6b1a819a85d7779"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","8.62E-71/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0187657%","980℃","0.2mm"
"ObjectId(""5b4ceec4e6b1a819a85d777b"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","9.06E-71/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0193955%","980℃","0.2mm"
"ObjectId(""5b4ceecee6b1a819a85d777d"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","7.08E-71/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0141058%","980℃","0.2mm"
"ObjectId(""5b4ceed2e6b1a819a85d777f"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","5.81E-71/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0118388%","980℃","0.2mm"
"ObjectId(""5b4ceed8e6b1a819a85d7781"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","7.81E-71/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.015869%","980℃","0.2mm"
"ObjectId(""5b4ceedde6b1a819a85d7783"")","6.2","8.0","7.0","0.2","2.0","61.6wt.%","3.0",,"7.0",,"5.0","8.21E-71/s","","Hüttner R, Völkl R, Gabel J, et al. Creep behavior of thick and thin walled structures of a single crystal Ni-base superalloy at high temperatures - Experimental method and results[J]. Strain, 2008, 1:719-723.","10.11961/mater0203.MGI.20171221.ds.0058","尹海清","摘录","史政涛","2018-01-09","René N5",,,,,,,,,,,,,,,,,,,,,,,,"16°[001]",,,,"270Mpa","0.0170025%","980℃","0.2mm"
