"/加工温度(4h于1080℃（1980℉）","/加工温度(4h于1110℃（2030℉）","/油淬)，试样盘尺寸","/油淬与时效)，试样盘尺寸","/温度","/状态","/空冷)，试样盘尺寸","/组成","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","N","Nb","Ni","Re","Si","Ta","Ti","W","Y","Zr","一次时效/温度","一次时效及空冷/时间","二次时效/温度","二次时效及空冷/时间","力学性能/总延伸率A","固溶/时间","固溶/温度","固溶处理油淬/时间","固溶处理油淬/温度","固溶热处理/加热时间","固溶热处理/加热温度","固溶热处理/升温速度","固溶热处理/炉冷时间","固溶热处理/炉冷温度","固溶热处理/第一次保温时间","固溶热处理/第一次保温温度","固溶热处理/第三次保温时间","固溶热处理/第三次保温温度","固溶热处理/第二次保温时间","固溶热处理/第二次保温温度","固溶热处理/第四次保温时间","固溶热处理/第四次保温温度","均匀化处理/时间","均匀化处理/温度","备注","应力破裂测试/力","应力破裂测试/温度","拉伸实验/测试温度","拉伸测试/ 温度","拉伸测试/测试温度","拉伸测试/温度","持久性极限试验/应力","持久性极限试验/时间","持久极限试验/温度","持久测试/应力","持久测试/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/低温时效温度","时效/高温时效温度","时效处理/时间","时效处理/温度","时效处理空冷/时间","时效处理空冷/温度","最小量热等静压制的/试验温度","材料牌号","标准热处理后油淬/时间","棒料拉伸测试/温度","测试温度/温度","测量温度/温度","热处理1/时间","热处理1/温度","热处理2/时间","热处理2/温度","热处理3/时间","热处理3/温度","热处理与测试/保温时间(第一步)","热处理与测试/保温时间(第二步)","热处理与测试/冷却方式(第一步)","热处理与测试/冷却方式(第二步)","热处理与测试/测试温度","热处理与测试/温度(第一步)","热处理与测试/温度(第二步)","热处理工艺/一次空冷温度","热处理工艺/二次空冷温度","热处理工艺/冷却时间","热处理工艺/冷去时间","热处理工艺/炉冷温度","热处理工艺/空冷温度","热挤压/热挤压温度","热等静压制和挤压的/试验温度","热等静压制和锻造的/试验温度","热等静压制的/试验温度","热等静压制的（a）/试验温度","热轧/厚度","热轧/温度","热轧/热轧时间","热轧/热轧温度","焊前热处理/时间","焊前热处理/温度","片料拉伸测试/温度","直径/坯料直径","真空热挤/挤压率","真空热挤/温度","硼含量/体积比浓度","空冷热处理1/时间","空冷热处理1/温度","空冷热处理2/时间","空冷热处理2/温度","空冷热处理3/时间","空冷热处理3/温度","第1步热处理/时间","第1步热处理/温度","第2步热处理/冷却速率","第2步热处理/时间","第2步热处理/温度","第2步热处理/空冷","第3步热处理/时间","第3步热处理/温度","第3步热处理/空冷","第4步热处理/时间","第4步热处理/温度","第一次轧制/温度","第二次轧制/温度","等温锻造/变形量","等温锻造/温度","蠕变断裂测试/拉力","蠕变断裂测试/温度","蠕变测试/时间","蠕变测试/测试温度","蠕变测试/温度","蠕变测试/蠕变应力","蠕变测试/蠕变时间","蠕变试验/应力","蠕变试验/时间","蠕变试验/温度","试样置于高温/放置温度","退火/退火时间","退火/退火温度","重量/铸锭重量","锻造和锻轧的/试验温度"
,,,,,,,,"ObjectId(""5b4ca712e6b1a81674aabc6f"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"16.7665%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1810.33oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca717e6b1a81674aabc71"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"21.2378%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1812.17oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca71ce6b1a81674aabc73"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"25.6765%",,,,,,,,,,,,,,,,,,,,"",,,,,,"2005.99oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca727e6b1a81674aabc75"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"10.1619%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1204.18oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca72ce6b1a81674aabc77"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"16.4785%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1110.78oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca731e6b1a81674aabc79"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"6.43625%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1600.36oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca736e6b1a81674aabc7b"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"6.46877%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1408.38oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca73be6b1a81674aabc7d"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"13.3789%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1411.22oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca740e6b1a81674aabc7f"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"11.7541%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1403.69oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca745e6b1a81674aabc81"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"7.28288%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1401.85oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca74ae6b1a81674aabc83"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"15.0559%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1110.19oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca74fe6b1a81674aabc85"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"14.0397%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1109.78oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca754e6b1a81674aabc87"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"13.0235%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1109.36oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca758e6b1a81674aabc89"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"10.1282%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1403.02oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca75de6b1a81674aabc8b"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"8.70555%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1402.44oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca762e6b1a81674aabc8d"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"15.0396%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1206.19oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca767e6b1a81674aabc8f"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"17.698%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1111.28oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca76ce6b1a81674aabc91"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"13.9572%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1596.6oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca776e6b1a81674aabc93"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"10.0283%",,,,,,,,,,,,,,,,,,,,"",,,,,,"792.697oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca77be6b1a81674aabc95"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"12.0085%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1102.08oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca780e6b1a81674aabc97"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"14.0919%",,,,,,,,,,,,,,,,,,,,"",,,,,,"801.226oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca784e6b1a81674aabc99"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"9.5696%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1101.08oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca789e6b1a81674aabc9b"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"12.6693%",,,,,,,,,,,,,,,,,,,,"",,,,,,"800.641oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca78ee6b1a81674aabc9d"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"11.3987%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1101.83oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca793e6b1a81674aabc9f"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"13.279%",,,,,,,,,,,,,,,,,,,,"",,,,,,"800.892oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca798e6b1a81674aabca1"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"15.0257%",,,,,,,,,,,,,,,,,,,,"",,,,,,"88.4677oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca79de6b1a81674aabca3"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"9.97608%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1101.25oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca7a2e6b1a81674aabca5"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"16.2486%",,,,,,,,,,,,,,,,,,,,"",,,,,,"68.3994oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca7a7e6b1a81674aabca7"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"10.3826%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1101.41oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca7abe6b1a81674aabca9"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"9.16312%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1100.91oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca7b0e6b1a81674aabcab"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"11.8552%",,,,,,,,,,,,,,,,,,,,"",,,,,,"807.163oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca7b6e6b1a81674aabcad"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"18.3088%",,,,,,,,,,,,,,,,,,,,"",,,,,,"1104.68oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4ca7bbe6b1a81674aabcaf"")","6","0.015","0.l",,"10","6.5wt.%",,"1.5",,"1.7",,,"Balance","3",,"4","0","6.5",,"0.l",,,,,"9.00983%",,,,,,,,,,,,,,,,,,,,"",,,,,,"805.993oF",,,,,,"Cetel A D, Duhl D N. Second Generation Columnar Grain Nickel-Base Superalloy[J]. 1992.","10.11961/mater0203.MGI.20171221.ds.0035","张瑞杰","摘录","黄淋","2018-01-09",,,,,,,,"PWA1426",,,,,"4h","2240oF","4h","1975oF","12h","1600oF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4cdf1fe6b1a819a85d7185"")","4.2",,,,"7.5","9.8wt.%",,"0.15",,"1.5",,"0.5","balance",,,"4.8","3.5","6",,,,,,,"90%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Reed, Roger C., et al. ""Optimizing SC RENI~ N4 alloy for DS aft-stage bucket applications in indus-trial gas turbines."" The Minerals, Metals~ Materials Society. Pennsylvania~ Proceedings of Superalloys (2008): 99-108.","10.11961/mater0203.MGI.20171221.ds.0064","尹海清","摘录","徐斌","2018-01-09",,,,,,,,"Rene N4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100.00mg/m3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"ObjectId(""5b4cdf29e6b1a819a85d7189"")","4.2",,,,"7.5","9.8wt.%",,"0.15",,"1.5",,"0.5","balance",,,"4.8","3.5","6",,,,,,,"90%",,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,"Reed, Roger C., et al. ""Optimizing SC RENI~ N4 alloy for DS aft-stage bucket applications in indus-trial gas turbines."" The Minerals, Metals~ Materials Society. Pennsylvania~ Proceedings of Superalloys (2008): 99-108.","10.11961/mater0203.MGI.20171221.ds.0064","尹海清","摘录","徐斌","2018-01-09",,,,,,,,"Rene N4",,,,"2300.00℉",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
