Al,Co,Cr,Hf,Mo,Ni,Re,Ru,Ta,Ti,W,力学性能/蠕变速率,材料牌号,热处理/升温速率,热处理/热处理温度,热处理/第一段时间,热处理/第一段温度,热处理/第三段时间,热处理/第三段温度,热处理/第二段时间,热处理/第二段温度,热处理/第四段时间,热处理/第四段温度,第一次时效/第一次时效时间,第一次时效/第一次时效温度,第二次时效/第二次时效时间,第二次时效/第二次时效温度,蠕变实验/压力,蠕变实验/应变,蠕变实验/晶向,蠕变实验/温度,蠕变实验/真空度,蠕变测试/γ相尺寸,蠕变测试/压力,蠕变测试/塑性蠕变应变,蠕变测试/时间,蠕变测试/晶格取向,蠕变测试/测试压力,蠕变测试/测试温度,蠕变测试/温度,蠕变测试/蠕变应力,蠕变测试/蠕变应变,蠕变测试/蠕变温度,蠕变测试/试样厚度
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,3.09E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,2.02E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.74E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.80E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.49E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,3.09E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.28E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.23E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.49E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,2.55E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,2.75E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.74E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.80E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,6.89E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,9.75E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,7.45E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,6.89E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,9.75E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.01E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,7.74E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,9.75E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.09E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,8.68E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,8.68E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,8.36E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,8.36E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.23E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.18E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.18E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,1.08E-6s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,1.26E-6s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,9.62E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,1.12E-6s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,1.08E-6s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,7.16E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,8.36E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,8.68E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,6.89E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,9.75E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.18E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,5.69E-8s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,9.25E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
2.5wt.%,10.2,10.3,0.3,0.7,58.6,,,2.5,0.6,14.3,1.74E-7s^(-1),M247ox-23%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,50Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,7.33E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,6.78E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,6.04E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,6.28E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,6.28E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,8.90E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,6.53E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,7.62E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,7.92E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,6.28E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,5.17E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,6.53E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,4.97E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,6.28E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,6.28E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,4.26E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,6.20E-6s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,3.33E-6s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,1.93E-6s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,4.10E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,4.60E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,4.60E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.05%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,4.37E-6s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,1.08E-6s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,1.66E-6s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,2.09E-6s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,3.94E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,7.33E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.01%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,5.10E-6s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,230Mpa,0.00%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,3.65E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,2.38E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,1.96E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,2.12E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,3.00E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,2.67E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,2.29E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,2.57E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,1.81E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.02%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,2.89E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.04%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,2.67E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
4.6wt.%,9,8.2,0.8,0.6,60.1,,,3.5,0.8,12.4,2.89E-7s^(-1),M247ox-49%(M247LC SX氧化处理),1℃/min,,2h,1230℃,4h,1080℃,2h,1280℃,20h,870℃,,,,,200Mpa,0.03%,10°-<001>,980℃,2*10^(-7)mbar,,,,,,,,,,,,
