"/加工温度(4h于1080℃（1980℉）","/加工温度(4h于1110℃（2030℉）","/油淬)，试样盘尺寸","/油淬与时效)，试样盘尺寸","/空冷)，试样盘尺寸","_id","Al","B","C","Cb","Co","Cr","Fe","Hf","Mn","Mo","N","Nb","Nb+Ta","Ni","Re","Ru","Si","Ta","Ti","W","Zr","一次时效/温度","一次时效及空冷/时间","二次时效/温度","二次时效及空冷/时间","冷却/油冷温度","冷却/盐浴温度","冷却/空冷","力学性能/屈服强度","力学性能/极限拉伸强度","力学性能/纵向延伸率","单峰晶粒分布热处理/MA","双峰晶粒分布热处理/DB","固溶/固溶温度","固溶/试样厚度","固溶处理油淬/时间","固溶处理油淬/温度","固溶（油浴）/温度","固溶（盐浴）/温度","固溶（空冷）/温度","均匀化处理/时间","均匀化处理/温度","备注","应力破裂测试/温度","拉伸/温度","拉伸实验/温度","拉伸测试/ 温度","拉伸测试/气氛","拉伸测试/气氛压强","拉伸测试/温度","摘录出处","数据DOI","数据审核者","数据来源方式","数据生产者","数据采集时间","时效/时效时间","时效/时效温度","时效1/时效时间","时效1/时效温度","时效2/时效时间","时效2/时效温度","时效处理/时间","时效处理/温度","时效处理空冷/时间","时效处理空冷/温度","最小量热等静压制的/试验温度","材料牌号","标准热处理后油淬/时间","烧结/温度","热处理/固溶温度","热处理/温度","热处理与测试/保温时间(第一步)","热处理与测试/保温时间(第二步)","热处理与测试/冷却方式(第一步)","热处理与测试/冷却方式(第二步)","热处理与测试/测试温度","热处理与测试/温度(第一步)","热处理与测试/温度(第二步)","热处理后空冷/时间","热处理工艺/加热时间","热处理工艺/加热温度","热等静压/压力","热等静压/压强","热等静压/时间","热等静压/温度","热等静压/直径","热等静压制和挤压的/试验温度","热等静压制和锻造的/试验温度","热等静压制的/试验温度","热等静压制的（a）/试验温度","焊前热处理/时间","焊前热处理/温度","第1步热处理/时间","第1步热处理/温度","第2步热处理/冷却速率","第2步热处理/时间","第2步热处理/温度","第2步热处理/空冷","第3步热处理/时间","第3步热处理/温度","第4步热处理/时间","第4步热处理/温度","第一次热处理/温度","第一次热处理后炉冷/时间","第一次轧制/温度","第二次热处理/升温速率","第二次热处理/温度","第二次热处理后空冷/时间","第二次轧制/温度","等温锻造/变形量","等温锻造/温度","锻造/试样厚度","锻造/锻造厚度减少量","锻造和锻轧的/试验温度","锻造（油冷）/锻造温度","锻造（空冷）/锻造温度"
,,,,,"ObjectId(""5b4d8afee6b1a815d464f2ba"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"769.08523619309Mpa",,,,,,,,,,,,,"",,,,,,,"758℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1160℃",,"6h","1000℃","",,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8b03e6b1a815d464f2bc"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"835.15173195016Mpa",,,,,,,,,,,,,"",,,,,,,"695℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1160℃",,"6h","1000℃","",,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8b08e6b1a815d464f2be"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"768.96599693953Mpa",,,,,,,,,,,,,"",,,,,,,"726℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1160℃",,"6h","1000℃","",,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8b12e6b1a815d464f2c2"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"773.58453069417Mpa",,,,,,,,,,,,,"",,,,,,,"780℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1160℃",,"6h","1000℃","",,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8b1ce6b1a815d464f2c6"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"821.87642838689Mpa",,,,,,,,,,,,,"",,,,,,,"691℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1160℃",,"6h","1000℃","",,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8b21e6b1a815d464f2c8"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"758.20266698464Mpa",,,,,,,,,,,,,"",,,,,,,"803℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1160℃",,"6h","1000℃","",,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8b3ee6b1a815d464f2d2"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"903.91303483774Mpa",,,,,,,,,,,,,"",,,,,,,"20℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1160℃",,"6h","1000℃","",,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8b43e6b1a815d464f2d4"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"753.00383552932Mpa",,,,,,,,,,,,,"",,,,,,,"592℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1160℃",,"6h","1000℃","",,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8b5be6b1a815d464f2de"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"795.18273415608Mpa",,,,,,,,,,,,,"",,,,,,,"643℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1160℃",,"6h","1000℃","",,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8b60e6b1a815d464f2e0"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"812.86989010115Mpa",,,,,,,,,,,,,"",,,,,,,"645℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1160℃",,"6h","1000℃","",,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8b74e6b1a815d464f2e8"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"981.26751326537Mpa",,,,,,,,,,,,,"",,,,,,,"20℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1160℃",,"6h","1000℃","",,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8b7ee6b1a815d464f2ec"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"814.88105884457Mpa",,,,,,,,,,,,,"",,,,,,,"592℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1160℃",,"6h","1000℃","",,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8bf7e6b1a815d464f318"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"970Mpa",,,,,,,,,,,,,"",,,,,,,"20℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1150℃",,"6h","1000℃",,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8c0ee6b1a815d464f320"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"923Mpa",,,,,,,,,,,,,"",,,,,,,"20℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1150℃",,"6h","1000℃",,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8c3ae6b1a815d464f330"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"1020Mpa",,,,,,,,,,,,,"",,,,,,,"20℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1150℃",,"6h","1000℃",,"24h","900℃",,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8c6ae6b1a815d464f344"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"994Mpa",,,,,,,,,,,,,"",,,,,,,"20℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1150℃",,"6h","1000℃",,"24h","900℃",,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8c79e6b1a815d464f348"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"976Mpa",,,,,,,,,,,,,"",,,,,,,"20℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1150℃",,"6h","1000℃",,,,"16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8ca3e6b1a815d464f358"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"980Mpa",,,,,,,,,,,,,"",,,,,,,"20℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1150℃",,"6h","1000℃",,,,"16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8cd9e6b1a815d464f36c"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"1020Mpa",,,,,,,,,,,,,"",,,,,,,"20℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1150℃",,,,,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8d0fe6b1a815d464f382"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"1034Mpa",,,,,,,,,,,,,"",,,,,,,"20℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1150℃",,,,,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8d92e6b1a815d464f3b2"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"929Mpa",,,,,,,,,,,,,"",,,,,,,"20℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1150℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8daae6b1a815d464f3bc"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"937Mpa",,,,,,,,,,,,,"",,,,,,,"20℃","S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1150℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8ef9e6b1a815d464f43a"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"950Mpa",,,,,,,,,,,,,"","20℃",,,,,,,"S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1210℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8f42e6b1a815d464f456"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"901Mpa",,,,,,,,,,,,,"","20℃",,,,,,,"S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1120℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8f47e6b1a815d464f458"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"951Mpa",,,,,,,,,,,,,"","20℃",,,,,,,"S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1210℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8f4ce6b1a815d464f45a"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"978Mpa",,,,,,,,,,,,,"","20℃",,,,,,,"S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1120℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8f51e6b1a815d464f45c"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"803Mpa",,,,,,,,,,,,,"","20℃",,,,,,,"S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1090℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8f56e6b1a815d464f45e"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"919Mpa",,,,,,,,,,,,,"","20℃",,,,,,,"S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1150℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8f5be6b1a815d464f460"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"884Mpa",,,,,,,,,,,,,"","20℃",,,,,,,"S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1180℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8f65e6b1a815d464f464"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"968Mpa",,,,,,,,,,,,,"","20℃",,,,,,,"S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1170℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8f6ae6b1a815d464f466"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"967Mpa",,,,,,,,,,,,,"","20℃",,,,,,,"S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1150℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8f73e6b1a815d464f46a"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"981Mpa",,,,,,,,,,,,,"","20℃",,,,,,,"S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1160℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8f78e6b1a815d464f46c"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"899Mpa",,,,,,,,,,,,,"","20℃",,,,,,,"S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1090℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8f7de6b1a815d464f46e"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"926Mpa",,,,,,,,,,,,,"","20℃",,,,,,,"S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1170℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8f82e6b1a815d464f470"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"937Mpa",,,,,,,,,,,,,"","20℃",,,,,,,"S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1160℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d8f87e6b1a815d464f472"")","1.9","0.01","0.15",,"19","22.5wt.%",,,,,,"1",,"balance",,,,"1.4","3.7","2","0.1",,,,,,,,,"928Mpa",,,,,,,,,,,,,"","20℃",,,,,,,"S.W.K. Shaw.RESPONSE OF IN-939 TO PROCESS VARIATIONSJ]. Superalloys, 1980.","10.11961/mater0203.MGI.20171221.ds.0009","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"IN-939",,,,,,,,,,,,,,,,,,,,,,,,,,"4h","1180℃",,"6h","1000℃",,"24h","900℃","16h","700℃",,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d9835e6b1a815d464f7c0"")",,"0.89","0.09wt.%",,"0","26.82","balance",,"0.43","4.99","0.123",,,"30.08",,,"1.38",,,,,,,,,,,,,"176Mpa",,,,,,,,,,,,,"",,,,,,,"980℃","Sponseller D L, Hagel W C. Cobalt-Free, Iron-Base Cast Superalloys[C]// Superalloys. 1980:73-84.","10.11961/mater0203.MGI.20171221.ds.0004","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"XF-527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d9848e6b1a815d464f7c8"")",,"0.89","0.09wt.%",,"0","26.82","balance",,"0.43","4.99","0.123",,,"30.08",,,"1.38",,,,,,,,,,,,,"83Mpa",,,,,,,,,,,,,"",,,,,,,"1095℃","Sponseller D L, Hagel W C. Cobalt-Free, Iron-Base Cast Superalloys[C]// Superalloys. 1980:73-84.","10.11961/mater0203.MGI.20171221.ds.0004","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"XF-527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d9870e6b1a815d464f7d8"")",,"0.73","0.21wt.%",,"0.4","18.01","balance",,"0.12","7.6","0.115",,,"17.89",,,"0.28",,,,,,,,,,,,,"183Mpa",,,,,,,,,,,,,"",,,,,,,"980℃","Sponseller D L, Hagel W C. Cobalt-Free, Iron-Base Cast Superalloys[C]// Superalloys. 1980:73-84.","10.11961/mater0203.MGI.20171221.ds.0004","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"XF-818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"ObjectId(""5b4d9888e6b1a815d464f7e0"")",,"0.73","0.21wt.%",,"0.4","18.01","balance",,"0.12","7.6","0.115",,,"17.89",,,"0.28",,,,,,,,,,,,,"334Mpa",,,,,,,,,,,,,"",,,,,,,"870℃","Sponseller D L, Hagel W C. Cobalt-Free, Iron-Base Cast Superalloys[C]// Superalloys. 1980:73-84.","10.11961/mater0203.MGI.20171221.ds.0004","尹海清","摘录","邓正华","2018-01-08",,,,,,,,,,,,"XF-818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
